MATCH_ID,SEASON,CITY,DATE,TEAM1,TEAM2,TOSS_WINNER,TOSS_DECISION,RESULT,WINNER
1,2017,Hyderabad,05/04/17,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad
2,2017,Pune,06/04/17,Mumbai Indians,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
3,2017,Rajkot,07/04/17,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
4,2017,Indore,08/04/17,Rising Pune Supergiants,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
5,2017,Bangalore,08/04/17,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore
6,2017,Hyderabad,09/04/17,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
7,2017,Mumbai,09/04/17,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
8,2017,Indore,10/04/17,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Kings XI Punjab
9,2017,Pune,11/04/17,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Delhi Daredevils
10,2017,Mumbai,12/04/17,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
11,2017,Kolkata,13/04/17,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
12,2017,Bangalore,14/04/17,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
13,2017,Rajkot,14/04/17,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
14,2017,Kolkata,15/04/17,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders
15,2017,Delhi,15/04/17,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,Delhi Daredevils
16,2017,Mumbai,16/04/17,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
17,2017,Bangalore,16/04/17,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rising Pune Supergiants
18,2017,Delhi,17/04/17,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders
19,2017,Hyderabad,17/04/17,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad
20,2017,Rajkot,18/04/17,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Royal Challengers Bangalore
21,2017,Hyderabad,19/04/17,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad
22,2017,Indore,20/04/17,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
23,2017,Kolkata,21/04/17,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
24,2017,Mumbai,22/04/17,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians
25,2017,Pune,22/04/17,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
26,2017,Rajkot,23/04/17,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Kings XI Punjab
27,2017,Kolkata,23/04/17,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders
28,2017,Mumbai,24/04/17,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,normal,Rising Pune Supergiants
29,2017,Pune,26/04/17,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
30,2017,Bangalore,27/04/17,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
31,2017,Kolkata,28/04/17,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
32,2017,Chandigarh,28/04/17,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad
33,2017,Pune,29/04/17,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rising Pune Supergiants
34,2017,Rajkot,29/04/17,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,tie,Mumbai Indians
35,2017,Chandigarh,30/04/17,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
36,2017,Hyderabad,30/04/17,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad
37,2017,Mumbai,01/05/17,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,Mumbai Indians
38,2017,Pune,01/05/17,Gujarat Lions,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
39,2017,Delhi,02/05/17,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
40,2017,Kolkata,03/05/17,Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
41,2017,Delhi,04/05/17,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
42,2017,Bangalore,05/05/17,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab
43,2017,Hyderabad,06/05/17,Rising Pune Supergiants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Rising Pune Supergiants
44,2017,Delhi,06/05/17,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians
45,2017,Bangalore,07/05/17,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
46,2017,Chandigarh,07/05/17,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
47,2017,Hyderabad,08/05/17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Sunrisers Hyderabad
48,2017,Chandigarh,09/05/17,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab
49,2017,Kanpur,10/05/17,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
50,2017,Mumbai,11/05/17,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab
51,2017,Delhi,12/05/17,Delhi Daredevils,Rising Pune Supergiants,Delhi Daredevils,bat,normal,Delhi Daredevils
52,2017,Kanpur,13/05/17,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
53,2017,Kolkata,13/05/17,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians
54,2017,Pune,14/05/17,Kings XI Punjab,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
55,2017,Delhi,14/05/17,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore
56,2017,Mumbai,16/05/17,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,normal,Rising Pune Supergiants
57,2017,Bangalore,17/05/17,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
58,2017,Bangalore,19/05/17,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
59,2017,Hyderabad,21/05/17,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,normal,Mumbai Indians
60,2008,Bangalore,18/04/08,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders
61,2008,Chandigarh,19/04/08,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings
62,2008,Delhi,19/04/08,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,Delhi Daredevils
63,2008,Mumbai,20/04/08,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Royal Challengers Bangalore
64,2008,Kolkata,20/04/08,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,bat,normal,Kolkata Knight Riders
65,2008,Jaipur,21/04/08,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,Rajasthan Royals
66,2008,Hyderabad,22/04/08,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Delhi Daredevils
67,2008,Chennai,23/04/08,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Chennai Super Kings
68,2008,Hyderabad,24/04/08,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
69,2008,Chandigarh,25/04/08,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab
70,2008,Bangalore,26/04/08,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
71,2008,Chennai,26/04/08,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,Chennai Super Kings
72,2008,Mumbai,27/04/08,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers
73,2008,Chandigarh,27/04/08,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,Kings XI Punjab
74,2008,Bangalore,28/04/08,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings
75,2008,Kolkata,29/04/08,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Mumbai Indians
76,2008,Delhi,30/04/08,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Delhi Daredevils
77,2008,Hyderabad,01/05/08,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
78,2008,Jaipur,01/05/08,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Rajasthan Royals
79,2008,Chennai,02/05/08,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Delhi Daredevils
80,2008,Hyderabad,25/05/08,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,Royal Challengers Bangalore
81,2008,Chandigarh,03/05/08,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kings XI Punjab
82,2008,Mumbai,04/05/08,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians
83,2008,Jaipur,04/05/08,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Rajasthan Royals
84,2008,Bangalore,05/05/08,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
85,2008,Chennai,06/05/08,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers
86,2008,Mumbai,07/05/08,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
87,2008,Delhi,08/05/08,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
88,2008,Kolkata,08/05/08,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders
89,2008,Jaipur,09/05/08,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
90,2008,Bangalore,28/05/08,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
91,2008,Chennai,10/05/08,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,Chennai Super Kings
92,2008,Hyderabad,11/05/08,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders
93,2008,Jaipur,11/05/08,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
94,2008,Chandigarh,12/05/08,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Kings XI Punjab
95,2008,Kolkata,13/05/08,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders
96,2008,Mumbai,14/05/08,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
97,2008,Chandigarh,28/05/08,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab
98,2008,Delhi,15/05/08,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,Delhi Daredevils
99,2008,Mumbai,16/05/08,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
100,2008,Delhi,17/05/08,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,Kings XI Punjab
101,2008,Jaipur,17/05/08,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rajasthan Royals
102,2008,Hyderabad,18/05/08,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,Mumbai Indians
103,2008,Kolkata,18/05/08,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,Chennai Super Kings
104,2008,Bangalore,19/05/08,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
105,2008,Kolkata,20/05/08,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
106,2008,Mumbai,21/05/08,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab
107,2008,Chennai,21/05/08,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore
108,2008,Chandigarh,23/05/08,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
109,2008,Delhi,24/05/08,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
110,2008,Chennai,24/05/08,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Rajasthan Royals
111,2008,Bangalore,03/05/08,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,Royal Challengers Bangalore
112,2008,Kolkata,25/05/08,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders
113,2008,Jaipur,26/05/08,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
114,2008,Hyderabad,27/05/08,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,Chennai Super Kings
115,2008,Mumbai,30/05/08,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals
116,2008,Mumbai,31/05/08,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Chennai Super Kings
117,2008,Mumbai,01/06/08,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
118,2009,Cape Town,18/04/09,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians
119,2009,Cape Town,18/04/09,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore
120,2009,Cape Town,19/04/09,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
121,2009,Cape Town,19/04/09,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Deccan Chargers
122,2009,Port Elizabeth,20/04/09,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings
123,2009,Durban,21/04/09,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
124,2009,Cape Town,22/04/09,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,Deccan Chargers
125,2009,Durban,23/04/09,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,Delhi Daredevils
126,2009,Cape Town,23/04/09,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,tie,Rajasthan Royals
127,2009,Durban,24/04/09,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Kings XI Punjab
128,2009,Durban,25/04/09,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Deccan Chargers
129,2009,Port Elizabeth,26/04/09,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,Delhi Daredevils
130,2009,Cape Town,26/04/09,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,Kings XI Punjab
131,2009,Durban,27/04/09,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers
132,2009,Port Elizabeth,27/04/09,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians
133,2009,Centurion,28/04/09,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Rajasthan Royals
134,2009,Durban,29/04/09,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,Royal Challengers Bangalore
135,2009,Durban,29/04/09,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Kings XI Punjab
136,2009,Centurion,30/04/09,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
137,2009,Centurion,30/04/09,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings
138,2009,East London,01/05/09,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians
139,2009,Durban,01/05/09,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore
140,2009,Port Elizabeth,02/05/09,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Rajasthan Royals
141,2009,Johannesburg,02/05/09,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings
142,2009,Port Elizabeth,03/05/09,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,Kings XI Punjab
143,2009,Johannesburg,03/05/09,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Royal Challengers Bangalore
144,2009,East London,04/05/09,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings
145,2009,Durban,05/05/09,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals
146,2009,Durban,05/05/09,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Delhi Daredevils
147,2009,Centurion,06/05/09,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Deccan Chargers
148,2009,Centurion,07/05/09,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
149,2009,Centurion,07/05/09,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings
150,2009,East London,08/05/09,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Delhi Daredevils
151,2009,Kimberley,09/05/09,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
152,2009,Kimberley,09/05/09,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings
153,2009,Port Elizabeth,10/05/09,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Mumbai Indians
154,2009,Johannesburg,10/05/09,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
155,2009,Kimberley,11/05/09,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Deccan Chargers
156,2009,Centurion,12/05/09,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
157,2009,Centurion,12/05/09,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians
158,2009,Durban,13/05/09,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,Delhi Daredevils
159,2009,Durban,14/05/09,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Royal Challengers Bangalore
160,2009,Durban,14/05/09,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Rajasthan Royals
161,2009,Bloemfontein,15/05/09,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
162,2009,Port Elizabeth,16/05/09,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings
163,2009,Johannesburg,16/05/09,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers
164,2009,Johannesburg,17/05/09,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,Kings XI Punjab
165,2009,Bloemfontein,17/05/09,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Delhi Daredevils
166,2009,Centurion,18/05/09,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders
167,2009,Johannesburg,19/05/09,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,Royal Challengers Bangalore
168,2009,Durban,20/05/09,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
169,2009,Durban,20/05/09,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings
170,2009,Centurion,21/05/09,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
171,2009,Centurion,21/05/09,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore
172,2009,Centurion,22/05/09,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers
173,2009,Johannesburg,23/05/09,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
174,2009,Johannesburg,24/05/09,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers
175,2010,Mumbai,12/03/10,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,Kolkata Knight Riders
176,2010,Mumbai,13/03/10,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Mumbai Indians
177,2010,Chandigarh,13/03/10,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
178,2010,Kolkata,14/03/10,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
179,2010,Chennai,14/03/10,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,Deccan Chargers
180,2010,Ahmedabad,15/03/10,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
181,2010,Bangalore,16/03/10,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,Royal Challengers Bangalore
182,2010,Kolkata,16/03/10,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Chennai Super Kings
183,2010,Delhi,17/03/10,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians
184,2010,Bangalore,18/03/10,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
185,2010,Delhi,19/03/10,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,Chennai Super Kings
186,2010,Cuttack,19/03/10,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Deccan Chargers
187,2010,Ahmedabad,20/03/10,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Rajasthan Royals
188,2010,Mumbai,20/03/10,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Royal Challengers Bangalore
189,2010,Cuttack,21/03/10,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Deccan Chargers
190,2010,Chennai,21/03/10,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,tie,Kings XI Punjab
191,2010,Mumbai,22/03/10,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Mumbai Indians
192,2010,Bangalore,23/03/10,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Royal Challengers Bangalore
193,2010,Chandigarh,24/03/10,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals
194,2010,Mumbai,25/03/10,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
195,2010,Ahmedabad,26/03/10,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Rajasthan Royals
196,2010,Chandigarh,27/03/10,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders
197,2010,Bangalore,25/03/10,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Delhi Daredevils
198,2010,Ahmedabad,28/03/10,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Rajasthan Royals
199,2010,Mumbai,28/03/10,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,Mumbai Indians
200,2010,Delhi,29/03/10,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Delhi Daredevils
201,2010,Mumbai,30/03/10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
202,2010,Chennai,31/03/10,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Chennai Super Kings
203,2010,Delhi,31/03/10,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Delhi Daredevils
204,2010,Kolkata,01/04/10,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders
205,2010,Chandigarh,02/04/10,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,Royal Challengers Bangalore
206,2010,Chennai,03/04/10,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Chennai Super Kings
207,2010,Mumbai,03/04/10,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,normal,Mumbai Indians
208,2010,Kolkata,04/04/10,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,Kings XI Punjab
209,2010,Delhi,04/04/10,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,Delhi Daredevils
210,2010,Nagpur,05/04/10,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,Rajasthan Royals
211,2010,Chennai,06/04/10,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Chennai Super Kings
212,2010,Jaipur,07/04/10,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,Rajasthan Royals
213,2010,Kolkata,07/04/10,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders
214,2010,Bangalore,08/04/10,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers
215,2010,Chandigarh,09/04/10,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab
216,2010,Nagpur,10/04/10,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Deccan Chargers
